word_bw	word_ar	lemma_bw	lemma_ar	pos	stem_bw	stem_ar	gloss	root_bw	root_ar
hjS	هجص	hajaS	هَجَص	verb	hajaS	هَجَص	mischief;horseplay;nuisance_[CALIMA]+he;it_[CALIMA]	None	None
rbnA	ربنا	rab~	رَبّ	noun	rab	رَب	lord;master;lords;masters;owner;proprietor;owners;proprietors_[CALIMA]+our_[CALIMA]	None	None
ywfqk	يوفقك	waf~aq	وَفَّق	verb	waf~aq	وَفَّق	he;it_[CALIMA]+grant_success;be_granted_success;be_successful_[CALIMA]+you_[CALIMA]	None	None
>n	أن	<in~	إِنّ	conj_sub	<in~	إِنّ	if_[CALIMA]	None	None
$A'	شاء	$A'	شاء	verb	$A'	شاء	want;desire;wish_[CALIMA]+he;it_[CALIMA]	None	None
Allh	الله	All~ah	اللَّه	noun_prop	All~ah	اللَّه	TBA_[CALIMA]	None	None
wlw	ولو	law	لَو	conj_sub	law	لَو	while_[CALIMA]+if_[CALIMA]	None	None
fY	فى	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
xyr	خير	xayor	خَيْر	noun	xayor	خَيْر	good_[ARAMORPH]	None	None
rbnA	ربنا	rab~	رَبّ	noun	rab	رَب	lord;master;lords;masters;owner;proprietor;owners;proprietors_[CALIMA]+our_[CALIMA]	None	None
ktbhwlk	كتبهولك	katab	كَتَب	verb	katab	كَتَب	write;be_written;be_fated;be_destined_[CALIMA]+he;it_+_it;him_+_to;for_+_you_[CALIMA]	None	None
fyh	فيه	fiy	فِي	prep	fiyh	فِيه	in_[CALIMA]	None	None
ht$wfh	هتشوفه	$Af	شاف	verb	$uwf	شُوف	will_+_it;they;she_[CALIMA]+look_[CALIMA]+it;him_[CALIMA]	None	None
An	ان	<in~	إِنّ	conj_sub	<in~	إِنّ	if_[CALIMA]	None	None
$A'	شاء	$A'	شاء	verb	$A'	شاء	want;desire;wish_[CALIMA]+he;it_[CALIMA]	None	None
Allh	الله	All~ah	اللَّه	noun_prop	All~ah	اللَّه	TBA_[CALIMA]	None	None
mmkn	ممكن	mumokin	مُمْكِن	adj	mumokin	مُمْكِن	possible_[CALIMA]	None	None
ykwn	يكون	kAn	كان	verb	kuwn	كُون	he;it_[CALIMA]+be;was;were_[CALIMA]	None	None
klAmk	كلامك	kalAm	كَلام	noun	kalAm	كَلام	speech;statement;remark;talk;saying_[CALIMA]+your_[CALIMA]	None	None
SH	صح	SaH~	صَحّ	adj	SaH~	صَحّ	right;true;correct_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
fryqk	فريقك	fariyq	فَرِيق	noun	fariyq	فَرِيق	team;band;group;faction;party;factions;parties;groups_[CALIMA]+your_[CALIMA]	None	None
lkn	لكن	lakin	لَكِن	conj	lakin	لَكِن	Rather;even;but;yet;however;but_rather_[CALIMA]	None	None
lAtHkm	لاتحكم	taHak~am	تَحَكَّم	verb	taHak~am	تَحَكَّم	for_+_me_(to)_[ARAMORPH]+control;judge_[ARAMORPH]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
AljmyE	الجميع	jamiyE	جَمِيع	noun	jamiyE	جَمِيع	the_[CALIMA]+all_[CALIMA]	None	None
b*lk	بذلك	*`lika	ذٰلِكَ	pron_dem	*`lika	ذٰلِكَ	by;with_[ARAMORPH]+that_[ARAMORPH]	None	None
Ant	انت	Ainota	اِنْتَ	pron	Ainota	اِنْتَ	you_[masc.sg.];you;masculine_[CALIMA]	None	None
lAtElm	لاتعلم	AitoEal~im	اِتْعَلِّم	verb	toEal~im	تْعَلِّم	indeed;truly_+_I_[CALIMA]+study;learn_[CALIMA]	None	None
$y}	شيئ	$ayo'	شَيْء	noun	$ayo}	شَيْئ	something_[ARAMORPH]	None	None
AlA	الا	<il~A	إِلّا	part_restrict	<il~A	إِلّا	except_for_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
fryqk	فريقك	fariyq	فَرِيق	noun	fariyq	فَرِيق	team;band;group;faction;party;factions;parties;groups_[CALIMA]+your_[CALIMA]	None	None
fqT	فقط	faqaT	فَقَط	adv	faqaT	فَقَط	only_[CALIMA]	None	None
flA	فلا	lA	لا	part_neg	lA	لا	so;and_[CALIMA]+no;not;non-_[CALIMA]	None	None
tEmm	تعمم	Eam~am	عَمَّم	verb	Eam~im	عَمِّم	you_[CALIMA]+generalize;popularize;propagate;be_generalized;be_popularized;be_propagated_[CALIMA]	None	None
AlklAm	الكلام	kalAm	كَلام	noun	kalAm	كَلام	the_[CALIMA]+speech;statement;remark;talk;saying_[CALIMA]	None	None
wlA	ولا	wal~A	وَلّا	conj	wal~A	وَلّا	but_not_[CALIMA]	None	None
tqwl	تقول	qAl	قال	verb	quwl	قُول	you_[CALIMA]+said;say;be_said;(for_example)_[CALIMA]	None	None
mA	ما	mA	ما	part	mA	ما	[no_gloss]_[CALIMA]	None	None
tjhl	تجهل	jahil	جَهِل	verb	johal	جْهَل	you_[CALIMA]+ignore_[CALIMA]	None	None
E_Am	عـام	EAm	عام	noun_prop	EAm	عام	NO_ANALYSIS_[ARAMORPH]	None	None
1964	1964	1964	1964	digit	1964	1964	1964	None	None
AhlA	اهلا	>ahol	أَهْل	noun	>ahol	أَهْل	family;people_[ARAMORPH]+[acc.indef.]_[ARAMORPH]	None	None
bykY	بيكى	bi	بِ	prep	biykiy	بِيكِي	with;by;him;them;her_[CALIMA]	None	None
yA	يا	yA	يا	part_voc	yA	يا	O;oh_[CALIMA]	None	None
gAlyp	غالية	gAliy	غالِي	adj	gAloy	غالْي	expensive;costly;dear;precious;beloved;dearly_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
mnwrp	منورة	munaw~ar	مُنَوَّر	adj	munaw~ar	مُنَوَّر	shining;bright_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
Altwbyk	التوبيك	twbyk	توبيك	noun_prop	twbyk	توبيك	NO_ANALYSIS_[ARAMORPH]	None	None
AnA	انا	>anA	أَنا	pron	>anA	أَنا	I_[ARAMORPH]	None	None
HAss	حاسس	HAsis	حاسِس	adj	HAsis	حاسِس	feeling_[CALIMA]	None	None
An	ان	<in~	إِنّ	conj_sub	<in~	إِنّ	if_[CALIMA]	None	None
AlkhrbA'	الكهرباء	kahorabA'	كَهْرَباء	noun	kahorabA'	كَهْرَباء	the_[ARAMORPH]+electricity_[ARAMORPH]	None	None
HtqTE	حتقطع	qaTaE	قَطَع	verb	qoTaE	قْطَع	will_+_it;they;she_[ADAM]+cut_off;sever;interrupt;stop_[ARAMORPH]	None	None
En	عن	Ean	عَن	prep	Ean	عَن	(away)_from;off;about;on;over_[CALIMA]	None	None
AlmntdY	المنتدى	munotadaY	مُنْتَدَى	noun	munotadaY	مُنْتَدَى	the_[CALIMA]+conference;fair;assembly;conferences;fairs;assemblies;assembly_room;gathering_place_[CALIMA]	None	None
bsbb	بسبب	sabab	سَبَب	noun	sabab	سَبَب	with;by_[CALIMA]+reason;cause;because_of;due_to;reasons;causes;circumstances_[CALIMA]	None	None
Alnwr	النور	nuwr	نُور	noun	nuwr	نُور	the_[CALIMA]+light;lights_[CALIMA]	None	None
AlzyAdp	الزيادة	ziyAdap	زِيادَة	noun	ziyAd	زِياد	the_[CALIMA]+increase;addition_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
AllY	اللى	All~iy	اللِّي	pron_rel	All~iy	اللِّي	which;who;whom_[CALIMA]	None	None
dxl	دخل	daxal	دَخَل	verb	daxal	دَخَل	enter;be_entered_[CALIMA]+he;it_[CALIMA]	None	None
fY	فى	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
Altwbyk	التوبيك	twbyk	توبيك	noun_prop	twbyk	توبيك	NO_ANALYSIS_[ARAMORPH]	None	None
dp	دة	dah	دَه	pron_dem	dah	دَه	that_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
AlEmwm	العموم	Eumuwm	عُمُوم	noun	Eumuwm	عُمُوم	the_[CALIMA]+generality;totality;in_general;generally;(House_of)_Commons_[CALIMA]	None	None
yA	يا	yA	يا	part_voc	yA	يا	O;oh_[CALIMA]	None	None
gAlyp	غالية	gAliy	غالِي	adj	gAloy	غالْي	expensive;costly;dear;precious;beloved;dearly_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
yA	يا	yA	يا	part_voc	yA	يا	O;oh_[CALIMA]	None	None
bnt	بنت	binot	بِنْت	noun	binot	بِنْت	daughter;girl;daughters;girls_[CALIMA]	None	None
AlgAlyyn	الغاليين	gAliy	غالِي	adj	gAly	غالي	the_[CALIMA]+expensive;costly;dear;precious;beloved;dearly_[CALIMA]+two_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
Almrwr	المرور	muruwr	مُرُور	noun	muruwr	مُرُور	the_[CALIMA]+going_(through);passing_(by);passing;crossing;traffic_[CALIMA]	None	None
wtrHybk	وترحيبك	taroHiyb	تَرْحِيب	noun	taroHiyb	تَرْحِيب	and_[CALIMA]+welcoming;greeting_[CALIMA]+your_[CALIMA]	None	None
AnA	انا	>anA	أَنا	pron	>anA	أَنا	I_[ARAMORPH]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
fkrp	فكرة	fikorap	فِكْرَة	noun	fikor	فِكْر	idea;notion;concept_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
bd>t	بدأت	bada>	بَدَأ	verb	bada>	بَدَأ	start;begin_[ARAMORPH]+it;they;she_<verb>_[ARAMORPH]	None	None
AE$q	اعشق	Ea$iq	عَشِق	verb	Eo$aq	عْشَق	I_[CALIMA]+love;be_fond_of_[CALIMA]	None	None
kwrp	كورة	kawrap	كَورَة	noun	kawr	كَور	ball;globe;sphere;balls;globes;spheres;soccer;football_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
mSryp	مصرية	maSoriy	مَصْرِي	adj	maSoray~	مَصْرَيّ	egyptians;Egyptian_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
AnthA'	انتهاء	AinotihA'	اِنْتِهاء	noun	AinotihA'	اِنْتِهاء	finishing;completion;conclusion_[CALIMA]	None	None
Al$wT	الشوط	$awoT	شَوْط	noun	$awoT	شَوْط	the_[ARAMORPH]+progress;headway_[ARAMORPH]	None	None
AlAwl	الاول	Aaw~il	اَوِّل	noun	Aaw~il	اَوِّل	the_[CALIMA]+first;beginning_[CALIMA]	None	None
0	0	0	0	digit	0	0	0	None	None
0	0	0	0	digit	0	0	0	None	None
bAltwfyq	بالتوفيق	tawfiyq	تَوفِيق	noun	tawfiyq	تَوفِيق	with;by_+_the_[CALIMA]+success;successful_outcome;conformation_[CALIMA]	None	None
lmSr	لمصر	maSor	مَصْر	noun_prop	maSor	مَصْر	for;to_[CALIMA]+Egypt_[CALIMA]	None	None
bEwn	بعون	Eawn	عَون	noun	Eawn	عَون	with;by_[CALIMA]+assistance;aid;assistants;aids_[CALIMA]	None	None
Allh	الله	All~ah	اللَّه	noun_prop	All~ah	اللَّه	TBA_[CALIMA]	None	None
rbnA	ربنا	rab~	رَبّ	noun	rab	رَب	lord;master;lords;masters;owner;proprietor;owners;proprietors_[CALIMA]+our_[CALIMA]	None	None
ywfq	يوفق	waf~aq	وَفَّق	verb	waf~aq	وَفَّق	he;it_[CALIMA]+grant_success;be_granted_success;be_successful_[CALIMA]	None	None
fY	فى	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
AdArp	ادارة	<idArap	إِدارَة	noun	<idAr	إِدار	administration;management;bureau_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
Alfryq	الفريق	fariyq	فَرِيق	noun	fariyq	فَرِيق	the_[CALIMA]+team;band;group;faction;party;factions;parties;groups_[CALIMA]	None	None
lw	لو	law	لَو	conj_sub	law	لَو	if_[CALIMA]	None	None
m$	مش	mi$	مِش	part_neg	mi$	مِش	TBA_[CALIMA]	None	None
bthzr	بتهزر	haz~ar	هَزَّر	verb	haz~ar	هَزَّر	[present-tense]_+_you_[CALIMA]+joke;make_fun_[CALIMA]	None	None
ybqY	يبقى	baqaY	بَقَى	verb	boqaY	بْقَى	he;it_[CALIMA]+be;became;stay_at_home;become;reside;remain_[CALIMA]	None	None
<nt	إنت	Ainota	اِنْتَ	pron	Ainota	اِنْتَ	you_[masc.sg.];you;masculine_[CALIMA]	None	None
>kyd	أكيد	Aakiyd	اَكِيد	adj	Aakiyd	اَكِيد	sure;certain_[CALIMA]	None	None
mHtAj	محتاج	miHotAj	مِحْتاج	adj	miHotAj	مِحْتاج	needing;requiring;require;wanting_[CALIMA]	None	None
zyArh	زياره	ziyArap	زِيارَة	noun	ziyAr	زِيار	visiting;visit;visits_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
l>Y	لأى	la>oy	لَأْي	noun	la>oy	لَأْي	slowness;tediousness_[ARAMORPH]	None	None
dktwr	دكتور	dukotawr	دُكْتَور	noun	dukotawr	دُكْتَور	doctor;doctors_[CALIMA]	None	None
mody333	mody333	mody333	mody333	digit	mody333	mody333	mody333	None	None
fyh	فيه	fiy	فِي	prep	fiyh	فِيه	in_[CALIMA]	None	None
nAs	ناس	nAs	ناس	noun	nAs	ناس	people_[CALIMA]	None	None
hnA	هنا	hinA	هِنا	adv	hinA	هِنا	here_[CALIMA]	None	None
btnqS	بتنقص	naqaS	نَقَص	verb	noquS	نْقُص	[present-tense]_+_it;they;she_[ADAM]+decrease;lack_[ARAMORPH]	None	None
btnqd	بتنقد	>anoqa*	أَنْقَذ	verb	noqi*	نْقِذ	[present-tense]_+_it;they;she_[CALIMA]+save;rescue;salvage;be_saved;be_rescued;be_salvaged_[CALIMA]	None	None
bAlslb	بالسلب	salob	سَلْب	noun	salob	سَلْب	with;by_+_the_[CALIMA]+robbing;dispossession;negatively;zero;nil;null_[CALIMA]	None	None
AY	اى	>ay	أَي	abbrev	>ay	أَي	A._[ARAMORPH]	None	None
lAEb	لاعب	lAEib	لاعِب	noun	lAEib	لاعِب	player;athlete_[CALIMA]	None	None
mSrY	مصرى	maSoriy	مَصْرِي	adj	maSoriy	مَصْرِي	egyptians;Egyptian_[CALIMA]	None	None
bAY	باى	Ay	اي	noun_prop	Ay	اي	NO_ANALYSIS_[ARAMORPH]	None	None
$kl	شكل	$akol	شَكْل	noun	$akol	شَكْل	manner;form;configuration;manners;types;forms;configurations_[CALIMA]	None	None
mtfhm$	متفهمش	fihim	فِهِم	verb	foham	فْهَم	not_+_you_[CALIMA]+understand;uderstand_[CALIMA]+not_[CALIMA]	None	None
lyh	ليه	layh	لَيه	adv_interrog	layh	لَيه	why_[CALIMA]	None	None
wylyAn	ويليان	wylyAn	ويليان	noun_prop	wylyAn	ويليان	NO_ANALYSIS_[ARAMORPH]	None	None
Endh	عنده	Einod	عِنْد	noun	Einod	عِنْد	with;at_[CALIMA]+his;its_[CALIMA]	None	None
fwrmh	فورمه	fuwromap	فُورْمَة	noun	fuwrom	فُورْم	decorative_form;shape;matrix;mould;pattern;block_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
wAlY	والى	All~iy	اللِّي	pron_rel	All~iy	اللِّي	and_[CALIMA]+which;who;whom_[CALIMA]	None	None
Anh	انه	<in~	إِنّ	conj_sub	<in~uh	إِنُّه	if_[CALIMA]	None	None
byltHm	بيلتحم	{ilotaHam	ٱِلْتَحَم	verb	lotaHim	لْتَحِم	[present-tense]_+_he;it_[ADAM]+cling_together;hold_firmly_together_[ARAMORPH]	None	None
Abw	ابو	>ab	أَب	noun	>abuw	أَبُو	father_[ARAMORPH]	None	None
25	25	25	25	digit	25	25	25	None	None
mlywn	مليون	miloyuwn	مِلْيُون	noun_num	miloyuwun	مِلْيُوُن	million;millions_[CALIMA]	None	None
AnmA	انما	<in~amA	إِنَّما	part	<in~amA	إِنَّما	however_[CALIMA]	None	None
SlAH	صلاح	SalAH	صَلاح	noun_prop	SalAH	صَلاح	Salah_[ARAMORPH]	None	None
Abw	ابو	>ab	أَب	noun	>abuw	أَبُو	father_[ARAMORPH]	None	None
11	11	11	11	digit	11	11	11	None	None
mlywn	مليون	miloyuwn	مِلْيُون	noun_num	miloyuwun	مِلْيُوُن	million;millions_[CALIMA]	None	None
AllY	اللى	All~iy	اللِّي	pron_rel	All~iy	اللِّي	which;who;whom_[CALIMA]	None	None
ASgr	اصغر	>aSogar	أَصْغَر	adj_comp	>aSogar	أَصْغَر	smaller;smallest;younger;youngest;minor;lesser_[CALIMA]	None	None
mnh	منه	min	مِن	prep	min	مِن	from_[ARAMORPH]+it;him_[ARAMORPH]	None	None
b4	ب4	b4	ب4	digit	b4	ب4	ب4	None	None
snyn	سنين	sanap	سَنَة	noun	san	سَن	year;years_[CALIMA]+two_[CALIMA]	None	None
wAllY	واللى	All~iy	اللِّي	pron_rel	All~iy	اللِّي	and_[CALIMA]+which;who;whom_[CALIMA]	None	None
m$	مش	mi$	مِش	part_neg	mi$	مِش	TBA_[CALIMA]	None	None
by$Ark	بيشارك	$Arak	شارَك	verb	$Arik	شارِك	[present-tense]_+_he;it_[CALIMA]+participate_with;share_with_[CALIMA]	None	None
btAtA	بتاتا	btAtA	بتاتا	noun_prop	btAtA	بتاتا	NO_ANALYSIS_[ARAMORPH]	None	None
AlmfrwD	المفروض	maforuwD	مَفْرُوض	adj	maforuwD	مَفْرُوض	the_[CALIMA]+imposed;prescribed_[CALIMA]	None	None
yTyr	يطير	TAr	طار	verb	Tiyr	طِير	he;it_[CALIMA]+fly_[CALIMA]	None	None
wybqY	ويبقى	baqaY	بَقَى	verb	boqaY	بْقَى	and_+_he;it_[CALIMA]+be;became;stay_at_home;become;reside;remain_[CALIMA]	None	None
zY	زى	zay~	زَيّ	noun	zay~	زَيّ	like;such;such_as_[CALIMA]	None	None
rwbn	روبن	rwbn	روبن	noun_prop	rwbn	روبن	NO_ANALYSIS_[ARAMORPH]	None	None
hY	هى	hiy~a	هِيَّ	pron	hiy~a	هِيَّ	it;they;she_[CALIMA]	None	None
HSlt	حصلت	HaSal	حَصَل	verb	HaSal	حَصَل	obtain;acquire;get_[ARAMORPH]+it;they;she_<verb>_[ARAMORPH]	None	None
yA	يا	yA	يا	part_voc	yA	يا	O;oh_[CALIMA]	None	None
$wbyr	شوبير	$wbyr	شوبير	noun_prop	$wbyr	شوبير	Shubair_[ARAMORPH]	None	None
Ant	انت	Ainota	اِنْتَ	pron	Ainota	اِنْتَ	you_[masc.sg.];you;masculine_[CALIMA]	None	None
Endk	عندك	Einod	عِنْد	noun	Einod	عِنْد	with;at_[CALIMA]+your_[CALIMA]	None	None
brnAmj	برنامج	bironAmij	بِرْنامِج	noun	bironAmij	بِرْنامِج	program;programs_[CALIMA]	None	None
bAllyl	بالليل	layl	لَيل	noun	layl	لَيل	with;by_+_the_[CALIMA]+night;nighttime;at_night;by_night_[CALIMA]	None	None
AlmfrwD	المفروض	maforuwD	مَفْرُوض	adj	maforuwD	مَفْرُوض	the_[CALIMA]+imposed;prescribed_[CALIMA]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
mjls	مجلس	majolis	مَجْلِس	noun	majolis	مَجْلِس	council;board;Majlis;councils;boards_[CALIMA]	None	None
$Eb	شعب	$aEob	شَعْب	noun	$aEob	شَعْب	people;nation;peoples;nations_[CALIMA]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
rAdyw	راديو	rAdiyuw	رادِيُو	noun	rAdiyuw	رادِيُو	radio_[ARAMORPH]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
AtHAd	اتحاد	Ait~iHAd	اِتِّحاد	noun	Ait~iHAd	اِتِّحاد	union_[CALIMA]	None	None
kwrh	كوره	kawrap	كَورَة	noun	kawr	كَور	ball;globe;sphere;balls;globes;spheres;soccer;football_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
gsyl	غسيل	gasiyl	غَسِيل	noun	gasiyl	غَسِيل	clothes;wash;dirty_linen_[CALIMA]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
mkwAh	مكواه	mkwAh	مكواه	noun_prop	mkwAh	مكواه	NO_ANALYSIS_[ARAMORPH]	None	None
htEml	هتعمل	Eamal	عَمَل	verb	Eamal	عَمَل	will_+_it;they;she_[CALIMA]+function;how_make;make;act;be_done;do_[CALIMA]	None	None
kl	كل	kul~	كُلّ	noun	kul~	كُلّ	all_[CALIMA]	None	None
dh	ده	dah	دَه	pron_dem	dah	دَه	that_[CALIMA]	None	None
AmtY	امتى	<imotaY	إِمْتَى	adv_interrog	<imotaY	إِمْتَى	when_[CALIMA]	None	None
AlAhlY	الاهلى	>aholiy~	أَهْلِيّ	noun_prop	>aholiy~	أَهْلِيّ	the_[CALIMA]+Ahly;Ahli_[ARAMORPH]	None	None
mbyqf$	مبيقفش	waqaf	وَقَف	verb	qaf	قَف	not_+_[present-tense]_+_he;it_[CALIMA]+stop;cease;stand_[CALIMA]+not_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
lAEb	لاعب	lAEib	لاعِب	noun	lAEib	لاعِب	player;athlete_[CALIMA]	None	None
Al>h_ly	الأهـلي	AlAhly	الاهلي	noun_prop	AlAhly	الاهلي	NO_ANALYSIS_[ARAMORPH]	None	None
ys_Awm	يسـاوم	ysAwm	يساوم	noun_prop	ysAwm	يساوم	NO_ANALYSIS_[ARAMORPH]	None	None
Al<s_mAEyly	الإسـماعيلي	AlAsmAEyly	الاسماعيلي	noun_prop	AlAsmAEyly	الاسماعيلي	NO_ANALYSIS_[ARAMORPH]	None	None
AlHSwl	الحصول	HuSuwl	حُصُول	noun	HuSuwl	حُصُول	the_[CALIMA]+acquisition;obtaining;occurrence;happening_[CALIMA]	None	None
El__y	علــي	Ealiy	عَلِي	noun_prop	Ealiy	عَلِي	Ali_[CALIMA]	None	None
xdmAt	خدمات	xidomap	خِدْمَة	noun	xadam	خَدَم	services;assistance_[ARAMORPH]+[fem.pl.]_[ARAMORPH]	None	None
h_Any	هـاني	hAniy	هانِي	noun_prop	hAniy	هانِي	Hani_[CALIMA]	None	None
sEyd	سعيد	saEiyd	سَعِيد	noun_prop	saEiyd	سَعِيد	Said;Saeed_[CALIMA]	None	None
mqAbl	مقابل	muqAbil	مُقابِل	noun	muqAbil	مُقابِل	in_exchange_for;in_compensation_for_[CALIMA]	None	None
glq	غلق	galoq	غَلْق	noun	galoq	غَلْق	closing;locking_[ARAMORPH]	None	None
mlf	ملف	milaf~	مِلَفّ	noun	milaf~	مِلَفّ	file;dossier_[CALIMA]	None	None
Hsny	حسني	Husoniy	حُسْنِي	noun_prop	Husoniy	حُسْنِي	Hosny;Hosni_[ARAMORPH]	None	None
Ebdrb__h	عبدربــه	Ebdrbh	عبدربه	noun_prop	Ebdrbh	عبدربه	NO_ANALYSIS_[ARAMORPH]	None	None
nhA}y__A	نهائيــا	nhA}yA	نهائيا	noun_prop	nhA}yA	نهائيا	NO_ANALYSIS_[ARAMORPH]	None	None
ktb	كتب	katab	كَتَب	verb	katab	كَتَب	write;be_written;be_fated;be_destined_[CALIMA]+he;it_[CALIMA]	None	None
mHmd	محمد	muHam~ad	مُحَمَّد	noun_prop	muHam~ad	مُحَمَّد	Muhammad;Mohamed_[ARAMORPH]	None	None
HsnY	حسنى	Husoniy	حُسْنِي	noun_prop	Husoniy	حُسْنِي	Hosny;Hosni_[ARAMORPH]	None	None
Ebdrbh	عبدربه	Ebdrbh	عبدربه	noun_prop	Ebdrbh	عبدربه	NO_ANALYSIS_[ARAMORPH]	None	None
bAt	بات	bAt	بات	verb	bAt	بات	become;remain_[CALIMA]+he;it_[CALIMA]	None	None
fy	في	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
Hkm	حكم	Hukom	حُكْم	noun	Hukom	حُكْم	judgment;decision;verdict;statutes;laws;judgments;decisions;verdicts_[CALIMA]	None	None
Alm&kd	المؤكد	mu&ak~ad	مُؤَكَّد	adj	mu&ak~ad	مُؤَكَّد	the_[ARAMORPH]+certain;guaranteed_[ARAMORPH]	None	None
>n	أن	<in~	إِنّ	conj_sub	<in~	إِنّ	if_[CALIMA]	None	None
Al>hly	الأهلي	>aholiy~	أَهْلِيّ	noun_prop	>aholiy~	أَهْلِيّ	the_[CALIMA]+Ahly;Ahli_[ARAMORPH]	None	None
lEb	لعب	liEobap	لِعْبَة	noun	liEab	لِعَب	match;game;event_[CALIMA]	None	None
dwr	دور	dawor	دَوْر	noun	dawor	دَوْر	role;part_[ARAMORPH]	None	None
AlbTwlp	البطولة	buTuwlap	بُطُولَة	noun	buTuwl	بُطُول	the_[CALIMA]+championship;starring_role;heroism_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
wEly	وعلي	EalaY	عَلَى	prep	EalaY	عَلَى	and_[CALIMA]+on;above_[CALIMA]	None	None
Tryqp	طريقة	Tariyqap	طَرِيقَة	noun	Tariyq	طَرِيق	method;procedure;methods;manners_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
Al>flAm	الأفلام	fiylom	فِيلْم	noun	>afolAm	أَفْلام	the_[ARAMORPH]+films;movies_[ARAMORPH]	None	None
Albwlysyp	البوليسية	buwliysiy~	بُولِيسِيّ	adj	buwliysiy~	بُولِيسِيّ	the_[ARAMORPH]+police;detective_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
fy	في	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
<fsAd	إفساد	<ifosAd	إِفْساد	noun	<ifosAd	إِفْساد	corruption;debasement;contamination_[ARAMORPH]	None	None
Sfqp	صفقة	Safoqap	صَفْقَة	noun	Safoq	صَفْق	deal;transaction;deals;transactions_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
<ntqAl	إنتقال	AinotiqAl	اِنْتِقال	noun	AinotiqAl	اِنْتِقال	communication;transfer_[CALIMA]	None	None
hAny	هاني	hAniy	هانِي	noun_prop	hAniy	هانِي	Hani_[CALIMA]	None	None
sEyd	سعيد	saEiyd	سَعِيد	noun_prop	saEiyd	سَعِيد	Said;Saeed_[CALIMA]	None	None
mdAfE	مدافع	midofaE	مِدْفَع	noun	madAfiE	مَدافِع	cannons;guns_[ARAMORPH]	None	None
Al<smAEyly	الإسماعيلي	<isomAEiyliy~	إِسْماعِيلِيّ	noun_prop	<isomAEiyliy~	إِسْماعِيلِيّ	the_[CALIMA]+Ismaili_[ARAMORPH]	None	None
wAlmntxb	والمنتخب	munotaxab	مُنْتَخَب	noun	munotaxab	مُنْتَخَب	and_+_the_[ARAMORPH]+elected_candidate;elect_[ARAMORPH]	None	None
<ly	إلي	<ilaY	إِلَى	prep	<ilaY	إِلَى	to;towards_[ARAMORPH]	None	None
AlzmAlk	الزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	the_[CALIMA]+Zamalek_[CALIMA]	None	None
fy	في	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
AllHZAt	اللحظات	laHoZap	لَحْظَة	noun	laHaZ	لَحَظ	the_[ARAMORPH]+moments;instants_[ARAMORPH]+[fem.pl.]_[ARAMORPH]	None	None
AlqAtlp	القاتلة	qAtil	قاتِل	adj	qAtil	قاتِل	the_[CALIMA]+deadly;fatal_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
