word_bw	word_ar	lemma_bw	lemma_ar	pos	stem_bw	stem_ar	gloss	root_bw	root_ar
wmA	وما	mA	ما	part_neg	mA	ما	and_[CALIMA]+not_[CALIMA]	None	None
Hd$	حدش	Had~	حَدّ	verb	Had~	حَدّ	delimit;halt;be_furious_[CALIMA]+he;it_+_not_[CALIMA]	None	None
EArf	عارف	EArif	عارِف	adj	EArif	عارِف	knowing;having_knowledge_of_[CALIMA]	None	None
dh	ده	dah	دَه	pron_dem	dah	دَه	that_[CALIMA]	None	None
rAyy	رايي	ra>oy	رَأْي	noun	ra>oy	رَأْي	opinion;view;idea;opinions;views;ideas_[CALIMA]+my_[CALIMA]	None	None
wqlth	وقلته	qAl	قال	verb	qul	قُل	and_[CALIMA]+said;say;be_said;(for_example)_[CALIMA]+you_+_it;him_[CALIMA]	None	None
wrbnA	وربنا	rab~	رَبّ	noun	rab~	رَبّ	and_[CALIMA]+lord;master;lords;masters;owner;proprietor;owners;proprietors_[CALIMA]+our_[CALIMA]	None	None
ystr	يستر	satar	سَتَر	verb	sotur	سْتُر	he;it_[CALIMA]+cover;hide_[CALIMA]	None	None
Hd	حد	Had~	حَدّ	noun	Had~	حَدّ	stop;halt;end;extent;limit;level;border;frontier_[CALIMA]	None	None
yrfE	يرفع	rafaE	رَفَع	verb	rofaE	رْفَع	he;it_[CALIMA]+lift;raise;increase;be_lifted;be_raised;be_increased_[CALIMA]	None	None
hdf	هدف	hadaf	هَدَف	noun	hadaf	هَدَف	goal;objective;intention;goals;objectives;intentions;target;targets_[CALIMA]	None	None
dwm	دوم	dawom	دَوْم	noun	dawom	دَوْم	continuance;permanence_[ARAMORPH]	None	None
yA	يا	yA	يا	part_voc	yA	يا	O;oh_[CALIMA]	None	None
jmAEp	جماعة	jamAEap	جَماعَة	noun	jamAE	جَماع	party;group;squad;groups;parties;squads_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
hw	هو	huw~a	هُوَّ	pron	huw~a	هُوَّ	it;he;an_improper_way;its;the_self_same;emphatic_pronoun_of_the_3rd_person;emphasizing_a_preceding_noun;emphasizing_a_preceding_suffix_[CALIMA]	None	None
HSl	حصل	HaSal	حَصَل	verb	HaSal	حَصَل	obtain;acquire;get;be_obtained;be_acquired;occur;happen;take_place_[CALIMA]+he;it_[CALIMA]	None	None
xlAf	خلاف	xilAf	خِلاف	noun	xilAf	خِلاف	dispute;controversy;conflict;disputes;controversies;conflicts;(in)_contrast_(with);unlike_[CALIMA]	None	None
byn	بين	bayn	بَين	noun	bayn	بَين	between;among_[CALIMA]	None	None
$Ady	شادي	$Adiy	شادِي	noun_prop	$Adiy	شادِي	Shadi_[CALIMA]	None	None
wHsn	وحسن	Huson	حُسْن	noun	Huson	حُسْن	and_[ARAMORPH]+good;beauty_[ARAMORPH]	None	None
Ely	علي	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
Al$Arp	الشارة	$Arap	شارَة	noun	$Ar	شار	the_[CALIMA]+badge;insignia;emblem;badges;insignias;emblems_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
wlA	ولا	wal~A	وَلّا	conj	wal~A	وَلّا	but_not_[CALIMA]	None	None
klAm	كلام	kalAm	كَلام	noun	kalAm	كَلام	speech;statement;remark;talk;saying_[CALIMA]	None	None
hjS	هجص	hajaS	هَجَص	verb	hajaS	هَجَص	mischief;horseplay;nuisance_[CALIMA]+he;it_[CALIMA]	None	None
rbnA	ربنا	rab~	رَبّ	noun	rab~	رَبّ	lord;master;lords;masters;owner;proprietor;owners;proprietors_[CALIMA]+our_[CALIMA]	None	None
ywfqk	يوفقك	waf~aq	وَفَّق	verb	waf~aq	وَفَّق	he;it_[CALIMA]+grant_success;be_granted_success;be_successful_[CALIMA]+you_[CALIMA]	None	None
>n	أن	>ano	أَنْ	conj_sub	>an	أَن	to_[ARAMORPH]	None	None
$A'	شاء	$A'	شاء	verb	$A'	شاء	want;desire;wish_[CALIMA]+he;it_[CALIMA]	None	None
Allh	الله	All~ah	اللَّه	noun_prop	All~ah	اللَّه	TBA_[CALIMA]	None	None
wlw	ولو	law	لَو	conj_sub	law	لَو	and_[CALIMA]+if_[CALIMA]	None	None
fY	فى	fiy	فِي	prep	fiy	فِي	in_[CALIMA]	None	None
xyr	خير	xayr	خَير	noun	xayr	خَير	good_[CALIMA]	None	None
rbnA	ربنا	rab~	رَبّ	noun	rab~	رَبّ	lord;master;lords;masters;owner;proprietor;owners;proprietors_[CALIMA]+our_[CALIMA]	None	None
ktbhwlk	كتبهولك	katab	كَتَب	verb	katab	كَتَب	write;be_written;be_fated;be_destined_[CALIMA]+he;it_+_it;him_+_to;for_+_you_[CALIMA]	None	None
fyh	فيه	fiy	فِي	prep	fiyh	فِيه	in_[CALIMA]	None	None
ht$wfh	هتشوفه	$Af	شاف	verb	$uwf	شُوف	will_+_you_[CALIMA]+look_[CALIMA]+it;him_[CALIMA]	None	None
An	ان	<in~	إِنّ	conj_sub	<in~	إِنّ	if_[CALIMA]	None	None
$A'	شاء	$A'	شاء	verb	$A'	شاء	want;desire;wish_[CALIMA]+he;it_[CALIMA]	None	None
Allh	الله	All~ah	اللَّه	noun_prop	All~ah	اللَّه	TBA_[CALIMA]	None	None
mmkn	ممكن	mumokin	مُمْكِن	adj	mumokin	مُمْكِن	possible_[CALIMA]	None	None
ykwn	يكون	kAn	كان	verb	kuwn	كُون	he;it_[CALIMA]+be;was;were_[CALIMA]	None	None
klAmk	كلامك	kalAm	كَلام	noun	kalAm	كَلام	speech;statement;remark;talk;saying_[CALIMA]+your_[CALIMA]	None	None
SH	صح	SaH~	صَحّ	adj	SaH~	صَحّ	right;true;correct_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
fryqk	فريقك	fariyq	فَرِيق	noun	fariyq	فَرِيق	team;band;group;faction;party;factions;parties;groups_[CALIMA]+your_[CALIMA]	None	None
lkn	لكن	lakin	لَكِن	conj	lakin	لَكِن	Rather;even;but;yet;however;but_rather_[CALIMA]	None	None
lAtHkm	لاتحكم	taHak~am	تَحَكَّم	verb	taHak~am	تَحَكَّم	for_+_me_(to)_[ARAMORPH]+control;judge_[ARAMORPH]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
AljmyE	الجميع	jamiyE	جَمِيع	noun	jamiyE	جَمِيع	the_[CALIMA]+all_[CALIMA]	None	None
b*lk	بذلك	*`lika	ذٰلِكَ	pron_dem	*`lika	ذٰلِكَ	by;with_[ARAMORPH]+that_[ARAMORPH]	None	None
Ant	انت	Ainota	اِنْتَ	pron	Ainota	اِنْتَ	you_[masc.sg.];you;masculine_[CALIMA]	None	None
lAtElm	لاتعلم	AitoEal~im	اِتْعَلِّم	verb	toEal~im	تْعَلِّم	will_+_I_[CALIMA]+study;learn_[CALIMA]	None	None
$y}	شيئ	$ayo'	شَيْء	noun	$ayo}	شَيْئ	something_[ARAMORPH]	None	None
AlA	الا	<il~A	إِلّا	part_restrict	<il~A	إِلّا	except_for_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
fryqk	فريقك	fariyq	فَرِيق	noun	fariyq	فَرِيق	team;band;group;faction;party;factions;parties;groups_[CALIMA]+your_[CALIMA]	None	None
fqT	فقط	faqaT	فَقَط	adv	faqaT	فَقَط	only_[CALIMA]	None	None
flA	فلا	lA	لا	part_neg	lA	لا	so;and_[CALIMA]+no;not;non-_[CALIMA]	None	None
tEmm	تعمم	Eam~	عَمّ	verb	Eomum	عْمُم	it;they;she_[ARAMORPH]+be_universal;be_prevalent_[ARAMORPH]	None	None
AlklAm	الكلام	kalAm	كَلام	noun	kalAm	كَلام	the_[CALIMA]+speech;statement;remark;talk;saying_[CALIMA]	None	None
wlA	ولا	wal~A	وَلّا	conj	wal~A	وَلّا	but_not_[CALIMA]	None	None
tqwl	تقول	qAl	قال	verb	quwl	قُول	it;they;she_[CALIMA]+said;say;be_said;(for_example)_[CALIMA]	None	None
mA	ما	mA	ما	pron_rel	mA	ما	why;what;which_[CALIMA]	None	None
tjhl	تجهل	jahil	جَهِل	verb	johal	جْهَل	it;they;she_[CALIMA]+ignore_[CALIMA]	None	None
E_Am	عـام	>um~	أُمّ	noun	>um~	أُمّ	on;above_[CALIMA]+mother;maternal;mothers_[CALIMA]	None	None
1964	1964	1964	1964	digit	1964	1964	1964	None	None
AhlA	اهلا	AaholAF	اَهْلاً	noun	Aahol	اَهْل	welcome_[CALIMA]+[acc.indef.]_[CALIMA]	None	None
bykY	بيكى	bi	بِ	prep	biykiy	بِيكِي	with;by;him;them;her_[CALIMA]	None	None
yA	يا	yA	يا	part_voc	yA	يا	O;oh_[CALIMA]	None	None
gAlyp	غالية	gAliy	غالِي	adj	gAloy	غالْي	expensive;costly;dear;precious;beloved;dearly_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
mnwrp	منورة	munaw~ar	مُنَوَّر	adj	munaw~ar	مُنَوَّر	shining;bright_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
Altwbyk	التوبيك	tuwbiyk	تُوبِيك	noun	tuwbiyk	تُوبِيك	the_[CALIMA]+topic_[CALIMA]	None	None
AnA	انا	AanA	اَنا	pron	AanA	اَنا	I;me_[CALIMA]	None	None
HAss	حاسس	HAsis	حاسِس	adj	HAsis	حاسِس	feeling_[CALIMA]	None	None
An	ان	<in~	إِنّ	conj_sub	<in~	إِنّ	if_[CALIMA]	None	None
AlkhrbA'	الكهرباء	kahorabA'	كَهْرَباء	noun	kahorabA'	كَهْرَباء	the_[ARAMORPH]+electricity_[ARAMORPH]	None	None
HtqTE	حتقطع	qaTaE	قَطَع	verb	qoTaE	قْطَع	will_+_it;they;she_[ADAM]+cut_off;sever;interrupt;stop_[ARAMORPH]	None	None
En	عن	Ean	عَن	prep	Ean	عَن	(away)_from;off;about;on;over_[CALIMA]	None	None
AlmntdY	المنتدى	munotadaY	مُنْتَدَى	noun	munotadaY	مُنْتَدَى	the_[CALIMA]+conference;fair;assembly;conferences;fairs;assemblies;assembly_room;gathering_place_[CALIMA]	None	None
bsbb	بسبب	sabab	سَبَب	noun	sabab	سَبَب	with;by_[CALIMA]+reason;cause;because_of;due_to;reasons;causes;circumstances_[CALIMA]	None	None
Alnwr	النور	nuwr	نُور	noun_prop	nuwr	نُور	the_[CALIMA]+Nour;Noor_[CALIMA]	None	None
AlzyAdp	الزيادة	ziyAdap	زِيادَة	noun	ziyAd	زِياد	the_[CALIMA]+increase;addition_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
AllY	اللى	All~iy	اللِّي	pron_rel	All~iy	اللِّي	which;who;whom_[CALIMA]	None	None
dxl	دخل	daxal	دَخَل	verb	daxal	دَخَل	enter;be_entered_[CALIMA]+he;it_[CALIMA]	None	None
fY	فى	fiy	فِي	prep	fiy	فِي	in_[CALIMA]	None	None
Altwbyk	التوبيك	tuwbiyk	تُوبِيك	noun	tuwbiyk	تُوبِيك	the_[CALIMA]+topic_[CALIMA]	None	None
dp	دة	dah	دَه	pron_dem	dah	دَه	that_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
AlEmwm	العموم	Eumuwm	عُمُوم	noun	Eumuwm	عُمُوم	the_[CALIMA]+generality;totality;in_general;generally;(House_of)_Commons_[CALIMA]	None	None
yA	يا	yA	يا	part_voc	yA	يا	O;oh_[CALIMA]	None	None
gAlyp	غالية	gAliy	غالِي	adj	gAloy	غالْي	expensive;costly;dear;precious;beloved;dearly_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
yA	يا	yA	يا	part_voc	yA	يا	O;oh_[CALIMA]	None	None
bnt	بنت	binot	بِنْت	noun	binot	بِنْت	daughter;girl;daughters;girls_[CALIMA]	None	None
AlgAlyyn	الغاليين	gAliy	غالِي	adj	gAly	غالي	the_[CALIMA]+expensive;costly;dear;precious;beloved;dearly_[CALIMA]+two_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
Almrwr	المرور	muruwr	مُرُور	noun	muruwr	مُرُور	the_[CALIMA]+going_(through);passing_(by);passing;crossing;traffic_[CALIMA]	None	None
wtrHybk	وترحيبك	taroHiyb	تَرْحِيب	noun	taroHiyb	تَرْحِيب	and_[CALIMA]+welcoming;greeting_[CALIMA]+your_[CALIMA]	None	None
AnA	انا	AanA	اَنا	pron	AanA	اَنا	I;me_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
fkrp	فكرة	fikorap	فِكْرَة	noun	fikor	فِكْر	idea;notion;concept_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
bd>t	بدأت	bada>	بَدَأ	verb	bada>	بَدَأ	start;begin_[CALIMA]+it;they;she_[CALIMA]	None	None
AE$q	اعشق	Ea$iq	عَشِق	verb	Eo$aq	عْشَق	I_[ARAMORPH]+love;be_fond_of_[ARAMORPH]	None	None
kwrp	كورة	kuwrap	كُورَة	noun	kuwr	كُور	small_village_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
mSryp	مصرية	maSoriy	مَصْرِي	adj	maSoriy~	مَصْرِيّ	egyptians;Egyptian_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
AnthA'	انتهاء	AinotihA'	اِنْتِهاء	noun	AinotihA'	اِنْتِهاء	finishing;completion;conclusion_[CALIMA]	None	None
Al$wT	الشوط	$awoT	شَوْط	noun	$awoT	شَوْط	the_[ARAMORPH]+progress;headway_[ARAMORPH]	None	None
AlAwl	الاول	>aw~al	أَوَّل	adj	>aw~al	أَوَّل	the_[CALIMA]+first;first-place;best;top;early;beginning;ancients;first_of_all_[CALIMA]	None	None
0	0	0	0	digit	0	0	0	None	None
0	0	0	0	digit	0	0	0	None	None
bAltwfyq	بالتوفيق	tawfiyq	تَوفِيق	noun	tawfiyq	تَوفِيق	with;by_+_the_[CALIMA]+success;successful_outcome;conformation_[CALIMA]	None	None
lmSr	لمصر	maSor	مَصْر	noun_prop	maSor	مَصْر	for;to_[CALIMA]+Egypt_[CALIMA]	None	None
bEwn	بعون	Eawn	عَون	noun	Eawn	عَون	with;by_[CALIMA]+assistance;aid;assistants;aids_[CALIMA]	None	None
Allh	الله	All~ah	اللَّه	noun_prop	All~ah	اللَّه	TBA_[CALIMA]	None	None
rbnA	ربنا	rab~	رَبّ	noun	rab~	رَبّ	lord;master;lords;masters;owner;proprietor;owners;proprietors_[CALIMA]+our_[CALIMA]	None	None
ywfq	يوفق	waf~aq	وَفَّق	verb	waf~aq	وَفَّق	he;it_[CALIMA]+grant_success;be_granted_success;be_successful_[CALIMA]	None	None
fY	فى	fiy	فِي	prep	fiy	فِي	in_[CALIMA]	None	None
AdArp	ادارة	<idArap	إِدارَة	noun	<idAr	إِدار	administration;management;bureau_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
Alfryq	الفريق	fariyq	فَرِيق	noun	fariyq	فَرِيق	the_[CALIMA]+team;band;group;faction;party;factions;parties;groups_[CALIMA]	None	None
lw	لو	law	لَو	conj_sub	law	لَو	if_[CALIMA]	None	None
m$	مش	mi$	مِش	part_neg	mi$	مِش	TBA_[CALIMA]	None	None
bthzr	بتهزر	haz~ar	هَزَّر	verb	haz~ar	هَزَّر	[present-tense]_+_you_[CALIMA]+joke;make_fun_[CALIMA]	None	None
ybqY	يبقى	baqaY	بَقَى	verb	baqaY	بَقَى	he;it_[CALIMA]+be;became;stay_at_home;become;reside;remain_[CALIMA]	None	None
<nt	إنت	Ainota	اِنْتَ	pron	Ainota	اِنْتَ	you_[masc.sg.];you;masculine_[CALIMA]	None	None
>kyd	أكيد	Aakiyd	اَكِيد	adj	Aakiyd	اَكِيد	sure;certain_[CALIMA]	None	None
mHtAj	محتاج	miHotAj	مِحْتاج	adj	miHotAj	مِحْتاج	needing;requiring;require;wanting_[CALIMA]	None	None
zyArh	زياره	ziyArap	زِيارَة	noun	ziyAr	زِيار	visiting;visit;visits_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
l>Y	لأى	>ay~	أَيّ	noun_quant	>ay~	أَيّ	for;to_[CALIMA]+any_[CALIMA]	None	None
dktwr	دكتور	dukotuwr	دُكْتُور	noun	dukotuwr	دُكْتُور	doctor_[ARAMORPH]	None	None
mody333	mody333	mody333	mody333	digit	mody333	mody333	mody333	None	None
fyh	فيه	fiy	فِي	prep	fiyh	فِيه	in_[CALIMA]	None	None
nAs	ناس	nAs	ناس	noun	nAs	ناس	people_[CALIMA]	None	None
hnA	هنا	hinA	هِنا	adv	hinA	هِنا	here_[CALIMA]	None	None
btnqS	بتنقص	naqaS	نَقَص	verb	noquS	نْقُص	[present-tense]_+_it;they;she_[ADAM]+decrease;lack_[ARAMORPH]	None	None
btnqd	بتنقد	>anoqa*	أَنْقَذ	verb	noqa*	نْقَذ	[present-tense]_+_it;they;she_[ADAM]+be_saved;be_rescued;be_salvaged_[ARAMORPH]	None	None
bAlslb	بالسلب	salob	سَلْب	noun	salob	سَلْب	with;by_+_the_[CALIMA]+robbing;dispossession;negatively;zero;nil;null_[CALIMA]	None	None
AY	اى	>ay~	أَيّ	noun_quant	>ay~	أَيّ	any_[CALIMA]	None	None
lAEb	لاعب	lAEib	لاعِب	noun	lAEib	لاعِب	player;athlete_[CALIMA]	None	None
mSrY	مصرى	maSoriy	مَصْرِي	adj	maSoriy	مَصْرِي	egyptians;Egyptian_[CALIMA]	None	None
bAY	باى	>ay~	أَيّ	noun_quant	>ay~	أَيّ	with;by_[CALIMA]+any_[CALIMA]	None	None
$kl	شكل	$akol	شَكْل	noun	$akol	شَكْل	manner;form;configuration;manners;types;forms;configurations_[CALIMA]	None	None
mtfhm$	متفهمش	fihim	فِهِم	verb	foham	فْهَم	not_+_you_[CALIMA]+understand;uderstand_[CALIMA]+not_[CALIMA]	None	None
lyh	ليه	layh	لَيه	adv_interrog	layh	لَيه	why_[CALIMA]	None	None
wylyAn	ويليان	waliy	وَلِي	verb	liy	لِي	and_+_they_(both)_[ARAMORPH]+follow;come_after_[ARAMORPH]+[du.]_[ARAMORPH]	None	None
Endh	عنده	Eanod	عَنْد	noun	Eanod	عَنْد	at;have;with_[CALIMA]+his;its_[CALIMA]	None	None
fwrmh	فورمه	waram	وَرَم	noun	waram	وَرَم	and;so_[ARAMORPH]+tumor;swelling_[ARAMORPH]+its;his_[ARAMORPH]	None	None
wAlY	والى	All~iy	اللِّي	pron_rel	All~iy	اللِّي	and_[CALIMA]+which;who;whom_[CALIMA]	None	None
Anh	انه	<in~	إِنّ	conj_sub	<in~uh	إِنُّه	if_[CALIMA]	None	None
byltHm	بيلتحم	{ilotaHam	ٱِلْتَحَم	verb	lotaHim	لْتَحِم	[present-tense]_+_he;it_[ADAM]+cling_together;hold_firmly_together_[ARAMORPH]	None	None
Abw	ابو	>abuw	أَبُو	noun_prop	>abuw	أَبُو	Abu_[ARAMORPH]	None	None
25	25	25	25	digit	25	25	25	None	None
mlywn	مليون	miloyuwn	مِلْيُون	noun_num	miloyuwun	مِلْيُوُن	million;millions_[CALIMA]	None	None
AnmA	انما	<in~amA	إِنَّما	part	<in~amA	إِنَّما	however_[CALIMA]	None	None
SlAH	صلاح	SalAH	صَلاح	noun_prop	SalAH	صَلاح	Salah_[ARAMORPH]	None	None
Abw	ابو	>abuw	أَبُو	noun_prop	>abuw	أَبُو	Abu_[ARAMORPH]	None	None
11	11	11	11	digit	11	11	11	None	None
mlywn	مليون	miloyuwn	مِلْيُون	noun_num	miloyuwun	مِلْيُوُن	million;millions_[CALIMA]	None	None
AllY	اللى	All~iy	اللِّي	pron_rel	All~iy	اللِّي	which;who;whom_[CALIMA]	None	None
ASgr	اصغر	>aSogar	أَصْغَر	adj_comp	>aSogar	أَصْغَر	smaller;smallest;younger;youngest;minor;lesser_[CALIMA]	None	None
mnh	منه	min	مِن	prep	min~uh	مِنُّه	from_[CALIMA]	None	None
b4	ب4	b4	ب4	digit	b4	ب4	ب4	None	None
snyn	سنين	sanap	سَنَة	noun	sin	سِن	year;years_[CALIMA]+two_[CALIMA]	None	None
wAllY	واللى	All~iy	اللِّي	pron_rel	All~iy	اللِّي	and_[CALIMA]+which;who;whom_[CALIMA]	None	None
m$	مش	mi$	مِش	part_neg	mi$	مِش	TBA_[CALIMA]	None	None
by$Ark	بيشارك	$Arak	شارَك	verb	$Arik	شارِك	[present-tense]_+_he;it_[CALIMA]+participate_with;share_with_[CALIMA]	None	None
btAtA	بتاتا	batAt	بَتات	noun	batAt	بَتات	absolutely_[CALIMA]+[acc.indef.]_[CALIMA]	None	None
AlmfrwD	المفروض	maforuwD	مَفْرُوض	adj	maforuwD	مَفْرُوض	the_[CALIMA]+imposed;prescribed_[CALIMA]	None	None
yTyr	يطير	TAr	طار	verb	Tiyr	طِير	he;it_[CALIMA]+fly_[CALIMA]	None	None
wybqY	ويبقى	baqaY	بَقَى	verb	baqaY	بَقَى	and_+_he;it_[CALIMA]+be;became;stay_at_home;become;reside;remain_[CALIMA]	None	None
zY	زى	zay~	زَيّ	noun	zay~	زَيّ	like;such;such_as_[CALIMA]	None	None
rwbn	روبن	raw~ab	رَوَّب	verb	raw~ab	رَوَّب	make_curdle_[ARAMORPH]+they_[fem.pl.]_<verb>_[ARAMORPH]	None	None
hY	هى	hiy~a	هِيَّ	pron	hiy~a	هِيَّ	it;they;she_[CALIMA]	None	None
HSlt	حصلت	HaSal	حَصَل	verb	HaSal	حَصَل	obtain;acquire;get;be_obtained;be_acquired;occur;happen;take_place_[CALIMA]+it;they;she_[CALIMA]	None	None
yA	يا	yA	يا	part_voc	yA	يا	O;oh_[CALIMA]	None	None
$wbyr	شوبير	$wbyr	شوبير	noun_prop	$wbyr	شوبير	Shubair_[ARAMORPH]	None	None
Ant	انت	Ainota	اِنْتَ	pron	Ainota	اِنْتَ	you_[masc.sg.];you;masculine_[CALIMA]	None	None
Endk	عندك	Einod	عِنْد	noun	Einod	عِنْد	with;at_[CALIMA]+your_[CALIMA]	None	None
brnAmj	برنامج	bironAmij	بِرْنامِج	noun	bironAmij	بِرْنامِج	program;programs_[CALIMA]	None	None
bAllyl	بالليل	layl	لَيل	noun	layl	لَيل	with;by_+_the_[CALIMA]+night;nighttime;at_night;by_night_[CALIMA]	None	None
AlmfrwD	المفروض	maforuwD	مَفْرُوض	adj	maforuwD	مَفْرُوض	the_[CALIMA]+imposed;prescribed_[CALIMA]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
mjls	مجلس	majolis	مَجْلِس	noun	majolis	مَجْلِس	council;board;Majlis;councils;boards_[CALIMA]	None	None
$Eb	شعب	$aEob	شَعْب	noun	$aEob	شَعْب	people;nation;peoples;nations_[CALIMA]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
rAdyw	راديو	rAdiyuw	رادِيُو	noun	rAdiyuw	رادِيُو	radio_[ARAMORPH]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
AtHAd	اتحاد	Ait~iHAd	اِتِّحاد	noun	Ait~iHAd	اِتِّحاد	union_[CALIMA]	None	None
kwrh	كوره	kawrap	كَورَة	noun	kawr	كَور	ball;globe;sphere;balls;globes;spheres;soccer;football_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
gsyl	غسيل	gasiyl	غَسِيل	noun	gasiyl	غَسِيل	clothes;wash;dirty_linen_[CALIMA]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
mkwAh	مكواه	mikowAp	مِكْواة	noun	makowA	مَكْوا	ironing_iron_[ARAMORPH]+its;his_[ARAMORPH]	None	None
htEml	هتعمل	Eamal	عَمَل	verb	Eomil	عْمِل	will_+_it;they;she_[CALIMA]+function;how_make;make;act;be_done;do_[CALIMA]	None	None
kl	كل	kul~	كُلّ	noun_quant	kul~	كُلّ	all;entire;every;whole_[CALIMA]	None	None
dh	ده	dah	دَه	pron_dem	dah	دَه	that_[CALIMA]	None	None
AmtY	امتى	<imotaY	إِمْتَى	adv_interrog	<imotaY	إِمْتَى	when_[CALIMA]	None	None
AlAhlY	الاهلى	>aholiy~	أَهْلِيّ	noun_prop	>aholiy~	أَهْلِيّ	the_[CALIMA]+Ahly;Ahli_[ARAMORPH]	None	None
mbyqf$	مبيقفش	waqaf	وَقَف	verb	qaf	قَف	not_+_[present-tense]_+_he;it_[CALIMA]+stop;cease;stand_[CALIMA]+not_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
lAEb	لاعب	lAEib	لاعِب	noun	lAEib	لاعِب	player;athlete_[CALIMA]	None	None
Al>h_ly	الأهـلي	>aholiy~	أَهْلِيّ	adj	>aholiy~	أَهْلِيّ	the_[ARAMORPH]+civil;domestic;family_[ARAMORPH]	None	None
ys_Awm	يسـاوم	sAwam	ساوَم	verb	sAwim	ساوِم	he;it_[ARAMORPH]+bargain;haggle_[ARAMORPH]	None	None
Al<s_mAEyly	الإسـماعيلي	<isomAEiyliy~	إِسْماعِيلِيّ	noun_prop	<isomAEiyliy~	إِسْماعِيلِيّ	the_[CALIMA]+Ismaili_[ARAMORPH]	None	None
AlHSwl	الحصول	HuSuwl	حُصُول	noun	HuSuwl	حُصُول	the_[CALIMA]+acquisition;obtaining;occurrence;happening_[CALIMA]	None	None
El__y	علــي	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
xdmAt	خدمات	xidomap	خِدْمَة	noun	xadam	خَدَم	services;assistance_[ARAMORPH]+[fem.pl.]_[ARAMORPH]	None	None
h_Any	هـاني	hAniy	هانِي	noun_prop	hAniy	هانِي	Hani_[CALIMA]	None	None
sEyd	سعيد	saEiyd	سَعِيد	noun_prop	saEiyd	سَعِيد	Said;Saeed_[CALIMA]	None	None
mqAbl	مقابل	muqAbil	مُقابِل	noun	muqAbil	مُقابِل	in_exchange_for;in_compensation_for_[CALIMA]	None	None
glq	غلق	galaq	غَلَق	noun	galaq	غَلَق	padlock;bolt;lock;padlocks;bolts;locks_[CALIMA]	None	None
mlf	ملف	milaf~	مِلَفّ	noun	milaf~	مِلَفّ	file;dossier_[CALIMA]	None	None
Hsny	حسني	Husoniy	حُسْنِي	noun_prop	Husoniy	حُسْنِي	Hosny;Hosni_[ARAMORPH]	None	None
Ebdrb__h	عبدربــه	Eabidorab~uh	عَبِدْرَبُّه	noun_prop	Eabidorab~uh	عَبِدْرَبُّه	Abedrabboh;Abidrabbuh_[ARAMORPH]	None	None
nhA}y__A	نهائيــا	nihA}iy	نِهائِي	adj	nihA}iy	نِهائِي	finally;final_[CALIMA]+[acc.indef.]_[CALIMA]	None	None
ktb	كتب	katab	كَتَب	verb	katab	كَتَب	write;be_written;be_fated;be_destined_[CALIMA]+he;it_[CALIMA]	None	None
mHmd	محمد	muHam~ad	مُحَمَّد	noun_prop	muHam~ad	مُحَمَّد	Muhammad;Mohamed_[ARAMORPH]	None	None
HsnY	حسنى	Husoniy	حُسْنِي	noun_prop	Husoniy	حُسْنِي	Hosny;Hosni_[ARAMORPH]	None	None
Ebdrbh	عبدربه	Eabidorab~uh	عَبِدْرَبُّه	noun_prop	Eabidorab~uh	عَبِدْرَبُّه	Abedrabboh;Abidrabbuh_[ARAMORPH]	None	None
bAt	بات	bAt	بات	verb	bAt	بات	become;remain_[ARAMORPH]+he;it_<verb>_[ARAMORPH]	None	None
fy	في	fiy	فِي	prep	fiy	فِي	in_[CALIMA]	None	None
